latitude,longitude,depth,d13C,dataset,datasetName,Core,coreflag,speciesflag,speciesName,depthtop,depthbottom,adjdepthmean,age_calkaBP,d18O,Author,FileName,AdditionalNotes,RetrievalNb, sitename,variabledescription,citation,References,datadoi,DataSource,Date,Cruise
-3.58,-83.93,2673,0.02,3,D84,V19-29,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
-3.38,-83.35,3091,0.03,3,D84,V19-30,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
-2.37,-84.65,2720,0.19,3,D84,V19-28,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
-2.28,5.18,3731,0.98,3,D84,RC13-205,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
-1.62,159.23,2169,0.25,3,D84,ERDC-112,5,2,"Cib.w, wuellerstorfi, CW",NaN,NaN,NaN,NaN,2.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
-0.55,-17.27,3937,0.67,3,D84,V22-182,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
0.68,-108.62,3588,0.42,3,D84,RC10-65,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
8.58,75.33,1878,0.02,3,D84,MD76-125,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
12.87,46.82,1649,0.05,3,D84,MD76-136,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
14.45,50.52,1895,-0.15,3,D84,MD76-135,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
14.58,-19.67,1082,0.5,3,D84,V22-198,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
15,72.33,1954,0.19,3,D84,MD76-129,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
16.55,67.9,2910,0.15,3,D84,MD77-200,3,2,"Cib.w, wuellerstorfi, CW",NaN,NaN,NaN,NaN,2.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
20.7,59.57,2442,-0.2,3,D84,MD77-203,3,2,"Cib.w, wuellerstorfi, CW",NaN,NaN,NaN,NaN,2.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
25.17,-16.83,2573,0.96,3,D84,M12392-1,2,2,"Cib.w, wuellerstorfi, CW",NaN,NaN,NaN,NaN,2.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
35.53,-73.42,3678,1.03,3,D84,RC10-288,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
41,-32.93,3371,1.09,3,D84,V30-97,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
41.27,-126.4,2743,0.01,3,D84,Y69-10-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
41.75,-51.93,3732,1.12,3,D84,D-114,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
42,-52,3209,1.18,3,D84,CH82-11,0,2,"Cib.w, wuellerstorfi, CW",NaN,NaN,NaN,NaN,2.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
42.1,-9.78,2280,1,3,D84,SU-8132,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
42.83,-23.07,3520,1.05,3,D84,SL58/79/8,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
44,-24.53,3331,1.1,3,D84,V29-179,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
45.63,-22.75,3625,0.92,3,D84,N079-28,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
45.7,-31.37,3454,1.15,3,D84,N075-08,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
62.77,-59.37,1057,1.27,3,D84,HU75-58,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,2.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy et al. 1984 Quaternary Research,NaN,NaN,NaN,NaN
-78.25,-37.81,1104,1.09,5,M12,1622-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-78.03,-39.34,1164,1.55,5,M12,1619-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-78.03,-37.54,1094,0.88,5,M12,1620-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-77.65,-44.89,255,0.98,5,M12,1276-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT III/3
-77.52,-45.99,233,1.13,5,M12,1275-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT III/3
-77.52,-35.12,422,1.22,5,M12,1618-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-77.48,-34.73,330,1.29,5,M12,1402-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-77.24,-34.54,475,1.24,5,M12,1010-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT I/2
-77.1,-48.6,241,1.4,5,M12,1214-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT II/4
-77.02,-34.13,518,1.14,5,M12,1617-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-76.95,-50.1,232,1.28,5,M12,1396-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-76.88,-33.38,441,1.07,5,M12,1403-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-76.87,-50.02,280,1.02,5,M12,1397-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-76.82,-51.02,261,1.21,5,M12,1399-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-76.77,-50.57,294,1.26,5,M12,1398-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-76.75,-36.32,996,1.25,5,M12,1220-3,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT II/4
-76.64,-30.63,301,1.02,5,M12,1473-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-76.58,-49.78,296,1.12,5,M12,1424-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-76.58,-30.55,258,1.28,5,M12,1472-4,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-76.49,-31.1,360,1.15,5,M12,1475-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-76,-38.2,479,1.32,5,M12,1616-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-75.52,-56.9,425,1.37,5,M12,1212-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT II/4
-75.5,-36.24,486,1.11,5,M12,1615-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-75.36,-29.37,420,1.21,5,M12,1008-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT I/2
-75.29,-33.1,603,1.09,5,M12,1626-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-74.7,-61.32,478,1.36,5,M12,1423-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-74.68,-35.09,487,1.23,5,M12,1490-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-74.67,-35.08,489,1.26,5,M12,1419-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-74.67,-33.95,550,1.26,5,M12,1421-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-74.66,-31.97,602,1.39,5,M12,1489-3,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-74.65,-32.97,610,1.29,5,M12,1420-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-74.48,-35.6,779,1.09,5,M12,1418-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-74.42,-35.73,1158,1.16,5,M12,1417-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-74.33,-36.02,1527,1.09,5,M12,1416-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-74.25,-35.49,1779,0.78,5,M12,1493-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-74.24,-27.34,2443,0.23,5,M12,1598-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-74.23,-26.26,2467,0.09,5,M12,1596-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-74.18,-36.59,1609,1.25,5,M12,1495-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-74.18,-35.49,1944,0.65,5,M12,1494-3,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-74.18,-27.45,2512,0.24,5,M12,1600-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-74.1,-35.65,2117,0.84,5,M12,1415-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-74.1,-33.68,1610,0.83,5,M12,1607-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-74.07,-27.69,2482,0.43,5,M12,1599-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-74.05,-31.76,1674,0.16,5,M12,1605-3,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-74,-27.83,2555,0.25,5,M12,1603-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-73.99,-35.16,2314,0.9,5,M12,1496-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-73.97,-35.92,2038,1.01,5,M12,1497-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-73.91,-22.8,242,1.27,5,M12,1281-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT III/3
-73.82,-24.2,1711,0.47,5,M12,1501-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-73.72,-28.7,2813,0.41,5,M12,1602-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-73.6,-35.32,2500,0.91,5,M12,1414-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-73.5,-34.01,2933,0.58,5,M12,1606-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-73.5,-32.02,2844,0.57,5,M12,1499-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-73.49,-35.53,2825,0.49,5,M12,1498-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-73.42,-82.89,578,-0.27,5,M12,2532-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT XI/3
-73.2,-20.64,515,1.21,5,M12,1267-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT III/3
-73.17,-20.67,1529,0.78,5,M12,1266-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT III/3
-72.93,-21.52,3278,0.54,5,M12,1283-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT III/3
-72.87,-19.3,388,0.89,5,M12,1471-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-72.83,-72.58,757,-0.12,5,M12,2531-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT XI/3
-72.5,-17.47,242,1.4,5,M12,1284-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT III/3
-72.49,-73.35,560,0.19,5,M12,2529-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT XI/3
-72.44,-35.64,3575,0.61,5,M12,2816-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT XIV/3
-72.44,-34.49,3547,0.79,5,M12,2817-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT XIV/3
-72.43,-23.63,4030,0.66,5,M12,1371-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-72.39,-17.85,1432,0.6,5,M12,2819-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT XIV/3
-72.38,-19.91,3546,0.73,5,M12,1502-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-72.34,-26.84,3767,0.66,5,M12,1636-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-72.33,-16.52,310,1.41,5,M12,1367-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-72.29,-30.82,3551,0.34,5,M12,1500-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-72.25,-16.88,1237,0.79,5,M12,1373-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-72.2,-16.72,802,0.84,5,M12,1372-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-72.06,-30.43,3654,0.74,5,M12,2818-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT XIV/3
-71.99,-75.28,446,0.55,5,M12,2528-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT XI/3
-71.97,-15.3,299,1.29,5,M12,1376-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-71.9,-18.27,3181,0.66,5,M12,1369-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-71.87,-23.45,3957,0.58,5,M12,1635-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT VI/3
-71.8,-105.19,546,0.63,5,M12,2544-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT XI/3
-71.75,-18.98,4017,0.64,5,M12,1368-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
-71.72,-19.25,4133,0.52,5,M12,1483-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT V/4
-71.71,-38.43,3699,1.23,5,M12,2815-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT XIV/3
-71.48,-76.09,730,-0.3,5,M12,2527-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT XI/3
-71.47,-24.84,3697,0.74,5,M12,2003-4,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IX/3
-71.39,-24.33,3929,0.73,5,M12,2008-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IX/3
-71.39,-24.13,4225,0.42,5,M12,2007-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IX/3
-71.38,-24.39,3881,0.64,5,M12,2005-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IX/3
-71.35,-13.41,229,1.35,5,M12,1265-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT III/3
-71.33,-13.42,237,1.28,5,M12,1406-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mackensen, A. (2012)",NaN,NaN,########,ANT IV/3
