latitude,longitude,depth,d13C,dataset,datasetNam,Core,speciesNam,adjdepthme,age_calkaB,d18O,sitename
-29.100000000000001,-85.599999999999994,3780.000000000000000,0.310000000000000,"1",P14,RC15-52,"Cib spp, cib",nan,NaN,nan,NaN
-17.000000000000000,-114.099999999999994,3177.000000000000000,0.340000000000000,"1",P14,V19-55,"Cib spp, cib",nan,NaN,nan,NaN
-14.100000000000000,-96.099999999999994,3248.000000000000000,0.210000000000000,"1",P14,V19-41,"Cib spp, cib",nan,NaN,nan,NaN
-3.100000000000000,-90.819999999999993,3296.000000000000000,0.080000000000000,"1",P14,ODP846,"Cib spp, cib",nan,NaN,nan,NaN
-2.220000000000000,156.979999999999990,1598.000000000000000,0.410000000000000,"1",P14,ERDC92bx,"Cib spp, cib",nan,NaN,nan,NaN
-1.730000000000000,160.800000000000011,3393.000000000000000,0.310000000000000,"1",P14,ERDC108bx,"Cib spp, cib",nan,NaN,nan,NaN
-1.630000000000000,159.219999999999999,2158.000000000000000,0.310000000000000,"1",P14,ERDC113p,"Cib spp, cib",nan,NaN,nan,NaN
-1.620000000000000,159.229999999999990,2169.000000000000000,0.390000000000000,"1",P14,ERDC112bx,"Cib spp, cib",nan,NaN,nan,NaN
-0.920000000000000,-134.310000000000002,4305.000000000000000,0.090000000000000,"1",P14,RC10-97,"Cib spp, cib",nan,NaN,nan,NaN
-0.100000000000000,-95.650000000000006,3231.000000000000000,0.140000000000000,"1",P14,RC13-110,"Cib spp, cib",nan,NaN,nan,NaN
-0.020000000000000,158.680000000000007,2247.000000000000000,0.400000000000000,"1",P14,ERDC120bx,"Cib spp, cib",nan,NaN,nan,NaN
-0.020000000000000,160.400000000000006,2948.000000000000000,0.330000000000000,"1",P14,ERDC123bx,"Cib spp, cib",nan,NaN,nan,NaN
-0.020000000000000,162.699999999999989,4441.000000000000000,0.410000000000000,"1",P14,ERDC131bx,"Cib spp, cib",nan,NaN,nan,NaN
0.000000000000000,160.979999999999990,3368.000000000000000,0.350000000000000,"1",P14,ERDC125bx,"Cib spp, cib",nan,NaN,nan,NaN
0.000000000000000,161.419999999999987,3732.000000000000000,0.290000000000000,"1",P14,ERDC128bx,"Cib spp, cib",nan,NaN,nan,NaN
0.000000000000000,161.969999999999999,4169.000000000000000,0.360000000000000,"1",P14,ERDC129bx,"Cib spp, cib",nan,NaN,nan,NaN
0.030000000000000,155.870000000000005,1924.000000000000000,0.420000000000000,"1",P14,ERDC88bx,"Cib spp, cib",nan,NaN,nan,NaN
0.180000000000000,-110.519999999999996,3839.000000000000000,0.150000000000000,"1",P14,ODP849,"Cib spp, cib",nan,NaN,nan,NaN
0.320000000000000,159.360000000000014,2520.000000000000000,0.270000000000000,"1",P14,ODP806,"Cib spp, cib",nan,NaN,nan,NaN
0.370000000000000,-106.180000000000007,3606.000000000000000,0.260000000000000,"1",P14,KNR73-4-3,"Cib spp, cib",nan,NaN,nan,NaN
0.430000000000000,158.800000000000011,2367.000000000000000,0.520000000000000,"1",P14,V24-109,"Cib spp, cib",nan,NaN,nan,NaN
0.870000000000000,160.979999999999990,3509.000000000000000,0.380000000000000,"1",P14,ERDC135bx,"Cib spp, cib",nan,NaN,nan,NaN
1.100000000000000,161.599999999999994,3848.000000000000000,0.330000000000000,"1",P14,ERDC136bx,"Cib spp, cib",nan,NaN,nan,NaN
1.230000000000000,160.530000000000001,3188.000000000000000,0.110000000000000,"1",P14,ODP805,"Cib spp, cib",nan,NaN,nan,NaN
